no,comment,Judul Video,Label (Ridho)
123,"Saya bukan anti aplikasi apa lagi anti perbahan . Saya sudah tau sejak lahir kalau oerubahan itu adalah suatu keniscayaan .saya xari lahir  bayi berubah jadi anak anak berubah jadi remaja dewasaa .sudah dari dulu saya tau itu kurikulum berubah saya sudah paham . Aplikasi sudah sejak dulu saya tau .<br>Nadim makarim ini bukan orang pertama mentri yg menerapkan aplikasi didunia oendidikan . Sebelum nadim ada SIMPKB. Tahun 2017 itu sebenarnya sama saja dengan id belajar ,merdeka belajar ,ekin, PMM, simpedu, simanja ,sikap,. .<br>Perubahan itu harus terjadi . Ganti mentri ganti kurikulum kalau saya menyikapinya kebih ekstrim .menurut saya setiap ganti mentri mutlak harus ganti kurikulum . Sebab <br>1. Mentri itu tidak mungkin mau meneruskan program mentri lama  karena ittu sama saja. Istilahnya orang makan nangka  kita dapat getahnya . Mentri baru bersusah payah meneruskan orogram mentri lama. Yg dapat. Nama mentri lama  . Tidak mungkin mau mentri seperti utu semua orang berprinsip siapa yg menanam dia yg harus mengetam . Sampai sini oahamkan .<br>Yg saya kritisi dari kebijakan nadim ini adalah semua harus oakai aplikasi . <br>Itu sama saja orang dipaksa  .  Alias nadim ini jualan oaksa aplikasi . Tau semua guru berapa uangnya untuk setiap unduhan pemakai dan pengelolaan aplikasi itu . .<br>Kemana uangnya dari hasil jualan aplikasi  paksa kemendikbud ristek ini .sukur kalau manuk ke kas negara dalam hal ini kemendikbud ristek.   Itu harus jelas laporan keuangan hasil jualan oaksa aplikasi  itu keman larinya .<br> Kedua yg saya keitisi dari program nadim ini  dunia oendidikan lebih dituntut untuk mengisi aplikasi. Yg banyak manipulasi itu . <br>Contoh sedehana  kebanyakan guru sekarang buat RPP itu kopy oaste kemudian edit nama sekolah kelas mapel masing masing .  Voba buat ril oara guru itu RPP kurikulum merdeka tanpa lihat google . Saya kira masih banyak guru belum bisa buat RPPP kurikulum merdeka  kalau secara ril kebanyakan copy oaste .<br>Guru lebih dituntut untuk terisi di isian aplikasi .   Harusnya guru diajari ilmunya buat RPPkurikulum merdeka  secara ril  buat sendiri. Masing masing guru  jangan cuma edit nama . <br>Kemudian hal yg lebih oenting lagi sarana dan orasarana harus mendukung  untuk digitalisasi oendidikan komputer internet  dan jurusan baru disekolah bika jurusan digitalisasi . <br>3yang ketiga yg saya jritisi dari kebijakan nadim adalah menjadikan dunia oendidikan sebagai objek sebagai target oasar aplikasi . <br>Tau semua irang aplikasi itu adalah bisnis . Harusnya dunia oendidikan adalah subjek  pelaku oembuat aplikasi bukan pemakai bukan  bukan target pasar.  <br>4. Yg saya kritisi  adalah iptek di lapanan secara ril alias dunia nyata  seperti ditinggalkan seperti tidak penting yg lebih penting mengisi memakai menggunakan aplikasi yg di paksa..<br>5 ucapan dan tindakan tidak sincron . <br>Contoh kurikulum merdeka . Tapi isinya pemaksaan memakai aplikasi <br>Menjadikan kelas sebagai pusat pembelajaran  tapi guru dipaksa  isi aplikasi berbagai bagai aplikasi .","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
124,Apakah ada pelatihan dari bapak / kemendikbud tentang aplikasi dari bapak itu . Guru dipaksa disuruh ikut pelatihan sendiri  disuruh cari sendiri . Dipaksa nonton yutub   atau sekalian jadi yutuber saja  jelas . Tidak usah menjadikan dunia oendidikan jadi bantalan <br>.sementara ilmu pengetahuan dan teknelogi indonesia semakin tertinggal dan sangat mempwrihatinkan  dan membahayakan . Indonesia sekarang sibuk mengejar isian aplikasi  dari bapak yg lebih banyak tidak sesuai dengan kenyataan . <br>Buat mobil harus dikerjakan  di lapangan secara ril dipabrik mobil pak tidak jadi mobil. Kalau hanya isi aplikasi .<br>Nanam padi harus dikerjajan disawah dipupuk  di rawat tidak akan tumbuh padi  Nanam padi di aplikasi .<br>Matematika harus di kerjakan    tidak bisa dengan mengisi aplikasi . Ilmu pengetahuan itu harus di ingat dengan cara di hapal dipahami dibaca didengar dilihat tidak jadi kalau hanya isi aplikasi . <br>.lebih baik indinesia memakai kurikulum yg berorientasi oada ilmu oengetahuan dan teknelogi di dunia nyata daripada didunia maya model. Kurikulu bapak .  Kurikulum aplikasi  internet itu adalah  kurikulum dunia maya .,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
125,Pak nadim salah besar kalau dulu pak nadim bilang  murid dan guru malas bangun tidur karena ingat sekolah. .makai baju seragam  kebayang kelas yg menakutkan   beban ajar guru panjang bagaikan kereta mengejar  tget ajar dan birokrasi. Itu dijaman bapak jadi mentri semua . Dulu gak ada begitu . Bapak  bilang dulu  seoerti itu emang bapak  tau darimana . Bapak aja mungkin belum lahir . Umur bapak  itu berapa tahun sih . <br>Bapak sebelum jadi mendikbud sudah berapa tahun berkecimpung didunia pendidikan .<br> Jaman dulu itu anak anak bangun ruang gembira  mau sekolah  disetiap sekolah rerdengar  lagi nyanyian anak anak gembira semua disini senang disana senang dimana mana hatiku senang . Di rumah senang di di halaman senang disekolah aku paling senang .itu lagu disetiap sekolah dinyanyikan  .kalau pulang lagu sayor nara sampai berjumpa pula buat apa susah buat apa susah susah itu tak ada gunanya . Itu disetiap sekolah dinyanyikan.   Sekarang gak ada lagu lagu seperti itu disekolah yg ada aplikasi itulah . . <br>Dunia oendidikan dijaman bapak dijadikan objek pemakai aplikasi  . Harusnya dunia oendidikan itu menjadi subjek dari aplikasi . Artinya kalau memang mau serius digitalisasi  disekolah bikak jurusan digitalisasi  dan semua guru diwajibkan memakai aplikasi tapi di godok dulu oara guru dwngan aplikasi aplikasi yg akan diterapkan . Jangan asal terapkan saja . Padahal guru banyak yg belm tau aplikasi . Jadi guru disibukkan memahami sendiri aplikasi dari bapak itu . Harusnya tanggung jawab kalau mau digitalisasi aplikasi semua oke tapi guru di godok dulu dari nol sampai oaham sampai bisa buat aplikasi sendi .  Jadi masing masing guru punya aplikasi sendiri.   Adakan oekatihan khusus.  Tentang aplikasi dari nol sampai bisa buat aplikasi samoai terpasang di play stoor.  Ini gak tau tau guru harus diwajibkan isi segala aplikasi .  Bapak tidak tau atau pura oura tidak tau kondisi oara guru di Indonesia ini .,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
126,Pelangi skali 🌈,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
127,"Adakan lagi ujian nasional. Dulu un dihapus karena wabah covid, sekarang kan covid sudah terkendali. Jadi, tidak relevan lagi penghapusan un.<br><br><br>Seharusnya guru tugasnya mengajar. Biar un yg menilai kemampuan murid (dan menilai kinerja guru mengajar). <br><br><br>Penghapusan un menimbulkan 3 masalah utama.<br><br><br>1. Guru kehilangan motivasi untuk mengajar. Buat apa capek mengajar. Toh, berapapun target prestasi murid yg dibebankan kepada guru, guru pasti bisa mencapainya karena guru sendiri yg memberi nilai muridnya. Power tend to corrupt, absolut power corrupt absolutely.<br><br><br>2. Orang tua murid mendapatkan tambahan motivasi untuk melakukan &quot;pembinaan relasi&quot; kepada guru (dalam konotasi negatif). Karena guru yg memberi nilai muridnya.<br><br><br>3. Murid kehilangan motivasi untuk belajar. Jika seleksi masuk sekolah ditentukan oleh jarak rumah dan usia/tanggal lahir (dua hal yg diluar kendali murid), maka sia2 saja belajar.<br><br><br>Ketika kita tidak keberatan dengan adanya ujian seleksi masuk pegawai negeri dan ujian seleksi masuk perguruan tinggi negeri, lalu kenapa ada yg keberatan jika diadakan ujian seleksi masuk smp negeri dan sma negeri?. <br><br><br>Bukankah pendidikan mestinya mempersiapkan anak kita menghadapi kenyataan hidup?. Pada kenyataannya dalam hidup ini selalu ada persaingan &amp; seleksi. Memperkenalkan anak pada seleksi sejak masa sekolah justru baik untuk mempersiapkan mereka menghadapi hidup. Un membentuk jiwa kompetitif pada anak bangsa.<br><br><br>Di tiongkok, korsel dan jepang murid harus menghadapi ujian seleksi untuk masuk sekolah (meskipun ujian seleksinya tidak selalu dalam bentuk ujian nasional), dan mereka adalah bangsa yang produktif. Bagaimana kita bisa merebut posisi ranking ekonomi mereka di dunia jika anak2 kita tidak memiliki jiwa kompetitif?.<br><br><br>Adakan lagi un demi masa depan anak2 kita dan tercapainya visi kita Indonesia emas.<br><br><br>Umumkan adanya un 2025 segera agar anak2 kita bisa mulai mempersiapkan diri (dan segala sesuatunya) lebih dini dan lebih baik.","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
128,Turun kelapangan pak,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
129,NAJIS...dgn program Merdeka mu,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
130,Kurikulum merdeka kurang bagus,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
131,Mohon ujian nasional diadakan lagi😊,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
132,yang komen menolak kemajuan semua,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Pro
133,"Pak, saya paham metode bapak itu agak berbeda dengan yg lain<br><br>Saya pribadi merasakan manfaat dari program Merdeka Belajar, kami teman teman mahasiswa merasakan berbagai perubahan dari sistem Merdeka Belajar ini <br><br>Akan tetapi mungkin manfaat dari Merdeka Belajar ini tidak bisa di rasakan manfaatnya oleh semua orang, mereka yang tidak memahami konsep pasti akan merasa kesulitan dengan pace Merdeka Belajar.. <br><br>Teman-teman dengan akses pembelajaran sulit itu merasakan kesulitan dalam mengikuti pembelajaran<br><br>Akan tetapi ini seharusnya tidak disalahkan sepenuhnya kepada teman-teman Kemendikbud atau secara individu kepada pak Nadiem<br><br>Dengan masih adanya keterbatasan infrastruktur jaringan, harusnya menjadi PR bagi team pembangunan infrastruktur dan jaringan di Indonesia, sudah saatnya seluruh wilayah di Indonesia dapat mengakses dan juga mendapatkan fasilitas yang setara dengan orang-orang di pulau Jawa<br><br>Pak, terimakasih sudah bekerja, namun Indonesia terlalu luas untuk menerapkan sistem yg sempurna hanya dalam 5 tahun, ini merupakan project yang besar dan pasti membutuhkan waktu yang panjang❤","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Pro
134,"Nih menteri harus nya di ganti, cocok nya jdi gojek aja, berpendidikan tp gk ngarti birokrasi bawahan amburadul","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
135,"Menteri pendidikan yg Ngruwetno wong tuo,,,,,<br>Ngene kok Yoh dipilih.... <br><br>Kok becik....!!!!!","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
136,Mentri² ini tulalit,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
137,HAPUS PMM!,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
138,"Anak sekarang nyantaaiiiii....<br>Anak tanpa ujian = malas. <br>Sudah canggih, bisa ujian online ya ujian harusnya tetap ada supaya anak termotivasi belajarnya.","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
139,Hooooaaaammm...,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
140,Emang pendidikan maju dipimpin sama dia? Emang kebijakan nya bagus sampe dititipkan kaya gitu? Kenapa orang2 tepuk tangan? Emang dikira dengan baca puisi pantun kaya gitu bisa nutup buruknya kebijakan pendidikan yg sekarang?,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
141,"Kalau tidak merasa bersalah seharusnya tidak ngeloyor saat di tanya wartawan, jadi siapa yg salah lahh","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
142,Aksi nyata pmm sialan proyek semua. Merdeka belajar apanya...!  Jgn ambil kiblat negara barat  yg memang punya modal cukup untuk pendidikan . Kurikulum amburadul kurikulum diganti belum tentu anak anak juga pintar pintar,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
143,Bosnya buruk demua kementrian buruk semua cuma bisa puisi contek dari setapnya   mentri tiap hari bobo yag kerja setapnya makanya rebutan pegen jadi mentri cari anggaran yag besar cuma ngabisin pajak takyat doag tog,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
144,Pantun/ puisi Nadim hanya untuk menutupi akan kekurangan dari Nadi M,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
145,"Sibuk bikin puisi, dan teori...<br>Lihat saja apa yang terjadi...<br>Memang anak anak sekarang lebih banyak yg bangun pagi? Lebih bener mengisi hari hari? Malah banyakan yg nge game gak ada arti, nggak ada peduli dengan sesami, kami butuh bukti bukan teori, mereka itu anak anak kami, bukan cuman buat industri, tolong dimengerti,","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
146,Menteri buruk tapi dipertahananin..<br>Heran sama mulyono..,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
147,Mentri penghancur generasi muda,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
148,"BANYAKKK  Bacot ,,  mana  ente  tau guru   Stress ,,,gara 2 <br>Lebih banyak  waktu  habis  ngurus  apliksi  di banding  mangajar.","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
149,"Alhamdulillah akhirnya kepengurusan bapak selesai, saya harap bapak kembali ke ngurus gojek saja pak ya, makin lama makin ngeri saya liat dunia pendidikan di bawah kepemimpinan bapak","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
150,Rusak  pendidikan jika diberikan bukan pada ahlinya,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
151,Hancur,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
152,dan murid semakin merdeka untuk malas belajar pergi ke kantin dan main game.,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
153,Mas Nadiem tetap yang terbaik program pendidikan Guru Penggerak sangat kami rasakan ada tranformasi pendidikan di ruang kelas,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Pro
154,"Terimakasih KURIKULUM MERDEKA,<br>Berkat kurikulum merdeka,<br>Jam mengajar saya jadi berkurang,<br>Wekekkekekkekekekekekekekekeekkeekkekekeke","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Pro
155,"Justru jaman Lo, guru jadi terbebani birokrasi","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
156,"Indonesia aneh kalau anak orang kaya bisa juara 1 biarpun bodoh, anak orang miskin biarpun punya otak encer bisa tinggal kelas. Inilah kenyataan di Indonesia","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
157,"Nah Diem bicara pencapaian ngalor ngidul tapi tdk ditunjukkan bukti2 realnya spt apa, bedanya apa pencapaian sekarang dgn zaman dahulu zaman orde baru dan menteri2 pendidikan terdahulu.  Omong kosong besar org2 botol yg sok pintar. <br><br>Jumlah pengangguran makin bengkak, akhlak siswa dan pendidik makin merosot, kualitas dan level pendidikan termasuk urutan terendah dan terburuk di dunia, kurikulum cuma ganti nama dan tdk pernah dikaji isinya, jam sekolah makin lama tapi siswanya tambah bodoh, tujuan pendidikan tdk jelas arahnya dan cara mencapainya. Kebijakan dan aturan pendidikan dibuat dgn KHAYALAN tanpa didahului penelitian yg panjang dan mendalam yg melibatkan para pakar pendidikan dan semua pemangku kepentingan.","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
158,"kementrian pendidikan dan ristek di ampu sama orang yg tidak tepat dan kompeten, shingga kebijakan2 yg dihasilkan tdk mampu meningkatkan kualitas pendidikan di NKRI","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
159,merdeka belajar untuk bapak aja ya,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
160,"Kurikulum Amburadul dipegang oleh tukang ojek. SMA negeri spp sebulan mahal bngt,,,ditambah buat biaya antar jemput murid katanya..diantar jemput siape pak? GOJEK yee...?😂","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
161,"Pak saya sebagai guru tuh bingung, namanya kurikulum merdeka<br>Tapi krn kurikulum belum matang diterapkan, tiap sekolah materi beda pak....saya jadi lier mau ajarain anak² saya materi pembahasan apa dulu, kalau di tiap sekolah meski kelas yang sama, tapi beda susunan materi nya...ga seperti kurikulum yang dahulu, lebih kompak dan ajek tiap sekolahpun dgn bahasan materi yang sama tersusun...trus juga materi skrg...namanya doang kurikulum merdeka tapi dlm 1 bab itu bahasan nya numpuk²....","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
162,"Sekarang anak cabul, anak melakukan pembunuhan pemerkosaan dll 5 tahun yg lalu jarang sekali ada berita seperti ini. Sekarang negara dari segi manapun ambruladul. Saya paham bapak punya pendapat yg kuat tapi harus mendengarkan pendapat yg lain. Apalagi zonasi saya amat tidak setuju sekarang anak pinter tidak difasilitasi","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
163,Jangan ampe nadim jadi menter lagii.  Semeraut kacau  dunia pendidikan indonesia.,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
164,Omong nglantur dim nadim ...,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
165,karena KURIKULUMU INI BLOK GOBLOK ANAK ANAK JADI PEMALAS. KARENA MEREKA DI MANJAKAN DENGAN KURIMULUMMU INI,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
166,"Pak Jk saya mohon,jangan suka bikin gaduh dan mengadu domba bangsa ini! <br>Jangan suka bikin perpecahan dengan  menggunakan sentimen agama!<br>Kenapa emang kalo Nadiem menikah beda Agama?<br>Apakah semua yg dikerjakan Nadiem tidak ada benarnya?<br>Apakah setiap ganti Mentri harus ganti kurikulum?<br>Kalo ada yg salah, korupsi misalnya,yah laporkan ke Pihak yg berwenang!<br>Jgn bermanuver dgn cara &quot; yg tidak elok!!!","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
167,"Kurikulum merdeka tidak bisa diterapkan di daerah&quot;,  SDM wali murid beda sama kota&quot; yg sudah sadar akan pendidikan anak, anak sudah bisa kreatif belajar sendiri, anak sudah punya cita - cita yang tingggi, di desa desa tidak seperti anak - anak di kota atau anak dari kalangan SDM menengah - tinggi, pelajar di desa /pedalaman harus didorong lebih, bahkan sedikit diterapkan belajar paksa. gurupun juga bgtu. kita sdh lama terjerat budaya santai.","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
168,Menteri pendidikan terburuk sepanjang sejarah Indonesia sama dengan Presidennya😊😊😊,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
169,"FENOMENA KRISIS ETIKA dalam Usia  Wajib Belajar Saat ini. <br><br>Pendidikan suatu bangsa dengan bangsa lain tidaklah sama,  karena dipengaruhi oleh filsafat <br>dan tujuan  yang di harapkan.<br>Kurikulum Merdeka ,,  merasa sebagai kurikulum modern,  berbicara ttg Fokus  pada Pilihan mata pelajaran tertentu yang diminati. <br>Bagaimana dengan Aspek Bahwa  Pendidikan yang diselenggarakan negara bertanggung jawab untuk meningkatkan Keberadaban  manusia,  ETIKA,  IMAN &amp; TAQWA, <br> apakah  hal ini dianggap penting dalam kurikulum  merdeka <br>yang merasa Modern.","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
170,Dreaming…,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
171,"klo sekarang beban aplikasi dan korporasi, mencekik kemanusiaan berdalih teknologi","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
172,Bos gojek jadi menteri pendidikan kacau2 mulyono,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Kontra
173,"Setidaknya kurikulum merdeka ini lebih baik daripada Kurtilas, karena masing-masing mata pelajarannya jelas. Kalau Kurtilas gak karuan banget. Hal yang disayangkan di Kurikulum merdeka ini yaitu menghapuskan UN, sehingga anak-anak jadi tidak ada acuan untuk belajar lebih giat","Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Pro
174,Utopia pemikiran..yang tidak sama dg yang dilapangan,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
175,Gznti2 trs merdeka segala,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
176,Mentri bego,"Kala Jusuf Kalla Kritik Kurikulum Merdeka, Nadiem Makarim: Saya Titipkan Merdeka Belajar",Tidak Berhubungan
